airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-03-12,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No Info,4148
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,No Info,13364
Air Asia,2019-05-06,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No Info,10953
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,In-flight meal not included,8529
Multiple Carriers,2019-06-27,Delhi,Cochin,11:40:00,19:15:00,455,1.0,In-flight meal not included,7268
Multiple Carriers,2019-03-03,Delhi,Cochin,13:05:00,21:20:00,495,2.0,No Info,11966
Indigo,2019-06-15,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No Info,6582
Jet Airways,2019-03-24,Banglore,New Delhi,05:45:00,10:45:00,300,1.0,In-flight meal not included,8147
Multiple Carriers,2019-06-03,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,14502
Multiple Carriers,2019-03-06,Delhi,Cochin,09:10:00,18:50:00,580,1.0,No Info,15135
Air India,2019-06-09,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,13007
Air India,2019-06-15,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5201
Air India,2019-05-27,Delhi,Cochin,21:00:00,19:15:00,1335,1.0,No Info,8372
Multiple Carriers,2019-05-21,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No Info,7485
Indigo,2019-05-09,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No Info,4784
Spicejet,2019-05-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-04-21,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,6144
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4544
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,19:10:00,805,1.0,In-flight meal not included,7832
Jet Airways,2019-05-21,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,4030
Air India,2019-03-15,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,5674
Air India,2019-04-01,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4460
Air Asia,2019-06-09,Delhi,Cochin,07:55:00,15:45:00,470,1.0,No Info,8759
Air India,2019-05-01,Kolkata,Banglore,10:00:00,23:15:00,795,1.0,No Info,10203
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,23:25:00,570,1.0,In-flight meal not included,11134
Multiple Carriers,2019-06-27,Delhi,Cochin,14:00:00,01:30:00,690,1.0,No Info,13377
Air India,2019-06-12,Kolkata,Banglore,10:00:00,13:45:00,1665,2.0,No Info,12224
Multiple Carriers,2019-03-03,Delhi,Cochin,15:25:00,01:35:00,610,1.0,No Info,15147
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,8452
Air India,2019-05-21,Kolkata,Banglore,08:20:00,11:10:00,1610,2.0,No Info,11222
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,12:35:00,910,2.0,No Info,12609
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,No Info,12692
Indigo,2019-03-09,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4148
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,12373
Air India,2019-03-06,Mumbai,Hyderabad,17:20:00,14:50:00,150,2.0,No Info,11972
Jet Airways,2019-05-01,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4030
Spicejet,2019-03-21,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No Info,1759
Spicejet,2019-04-21,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,4885
Indigo,2019-06-24,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Air India,2019-03-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,2575
Air India,2019-05-15,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No Info,13039
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,04:25:00,1295,1.0,No Info,16289
Air India,2019-06-12,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Air India,2019-06-12,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6528
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,16:10:00,435,1.0,No Info,26890
Vistara,2019-06-12,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,4668
Spicejet,2019-03-18,Banglore,New Delhi,05:45:00,08:35:00,170,0.0,No check-in baggage included,4273
Multiple Carriers,2019-03-21,Delhi,Cochin,07:00:00,18:50:00,710,1.0,No Info,12402
Multiple Carriers,2019-06-09,Delhi,Cochin,06:40:00,19:00:00,740,1.0,No Info,10877
Air India,2019-06-15,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,7480
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,12384
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,14848
Air India,2019-03-01,Banglore,New Delhi,10:30:00,21:25:00,655,2.0,No Info,11213
Spicejet,2019-03-24,Banglore,New Delhi,05:45:00,08:35:00,170,0.0,No check-in baggage included,4273
Indigo,2019-06-24,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,13014
Multiple Carriers,2019-06-03,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,10696
Indigo,2019-06-06,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,5883
Jet Airways,2019-06-21,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,09:20:00,1610,1.0,No Info,14178
Air India,2019-03-21,Banglore,New Delhi,08:15:00,23:10:00,895,1.0,No Info,4943
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,18:50:00,535,1.0,No Info,18550
Indigo,2019-03-24,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,No Info,4944
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,10368
Jet Airways,2019-03-09,Delhi,Cochin,20:50:00,18:50:00,1320,1.0,In-flight meal not included,14053
Indigo,2019-06-01,Kolkata,Banglore,09:35:00,12:10:00,155,0.0,No Info,4804
Multiple Carriers,2019-05-21,Delhi,Cochin,10:20:00,21:00:00,640,1.0,No Info,7485
Air India,2019-06-18,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Spicejet,2019-05-09,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No Info,2017
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,14781
Indigo,2019-03-03,Banglore,New Delhi,10:05:00,13:00:00,175,0.0,No Info,7648
Multiple Carriers,2019-06-06,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,13377
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,19:50:00,1495,1.0,In-flight meal not included,10844
Indigo,2019-06-27,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Multiple Carriers,2019-05-18,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,8283
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,23:25:00,385,1.0,No Info,9870
Multiple Carriers,2019-03-27,Delhi,Cochin,08:00:00,15:30:00,450,1.0,No Info,12537
Indigo,2019-06-09,Banglore,Delhi,00:25:00,03:15:00,170,0.0,No Info,3943
Vistara,2019-04-12,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,5403
Jet Airways,2019-05-27,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No Info,15129
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1430,1.0,In-flight meal not included,7064
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,20:20:00,800,1.0,No Info,27992
Indigo,2019-03-01,Banglore,New Delhi,05:15:00,10:00:00,285,1.0,No Info,8064
Jet Airways,2019-03-12,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,No Info,13817
Air India,2019-06-09,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No Info,9968
Spicejet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No Info,14781
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,No Info,14151
Air India,2019-06-24,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No Info,11989
Indigo,2019-06-09,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No Info,5276
Air India,2019-06-21,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Air Asia,2019-06-03,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Indigo,2019-06-12,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Jet Airways,2019-06-15,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Spicejet,2019-03-27,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3815
Jet Airways,2019-06-27,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,14714
Spicejet,2019-03-18,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No check-in baggage included,1965
Air India,2019-05-27,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,7480
Indigo,2019-05-03,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Indigo,2019-06-12,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5298
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,9646
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,No Info,14781
Indigo,2019-03-01,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No Info,11934
Multiple Carriers,2019-06-24,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10678
Air India,2019-03-12,Banglore,New Delhi,08:50:00,16:20:00,1890,2.0,No Info,12778
Multiple Carriers,2019-05-15,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13727
Indigo,2019-05-18,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,2227
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,13474
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,No Info,12692
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,12898
Vistara,2019-06-06,Kolkata,Banglore,20:20:00,18:50:00,1350,1.0,No Info,8820
Jet Airways,2019-06-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,5678
Indigo,2019-04-09,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4174
Indigo,2019-03-06,Delhi,Cochin,09:10:00,01:35:00,985,1.0,No Info,14871
Indigo,2019-05-03,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4804
Air India,2019-05-06,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,17732
Vistara,2019-03-06,Mumbai,Hyderabad,07:30:00,19:55:00,745,1.0,No Info,12395
Indigo,2019-06-27,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,15:30:00,690,1.0,No Info,14973
Indigo,2019-06-12,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,5883
Multiple Carriers,2019-05-27,Delhi,Cochin,07:10:00,16:10:00,540,1.0,No Info,7878
Air India,2019-05-27,Delhi,Cochin,13:30:00,23:00:00,570,1.0,No Info,8907
Spicejet,2019-06-27,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,09:10:00,970,1.0,No Info,13310
Jet Airways,2019-06-06,Delhi,Cochin,16:00:00,04:25:00,745,1.0,No Info,14714
Indigo,2019-05-06,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,7252
Air India,2019-04-21,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,6245
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,21:00:00,640,1.0,No Info,15147
Indigo,2019-06-27,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,4804
Spicejet,2019-05-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-05-21,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,7229
Vistara,2019-03-03,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No Info,7608
Multiple Carriers,2019-06-09,Delhi,Cochin,11:25:00,19:00:00,455,1.0,No Info,11200
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,No Info,14388
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,No Info,14388
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,No Info,19225
Indigo,2019-03-03,Banglore,New Delhi,18:55:00,21:45:00,170,0.0,No Info,8855
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,9397
Indigo,2019-06-24,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No Info,6412
Multiple Carriers,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,1.0,No Info,11622
Multiple Carriers,2019-06-06,Delhi,Cochin,15:15:00,01:30:00,615,1.0,No Info,6795
Multiple Carriers,2019-06-12,Delhi,Cochin,04:55:00,19:00:00,845,1.0,No Info,10678
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,10844
Multiple Carriers,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,1.0,In-flight meal not included,10791
Air India,2019-06-09,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,6094
Multiple Carriers,2019-06-09,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,11789
Air India,2019-03-12,Banglore,New Delhi,17:25:00,10:15:00,1010,2.0,No Info,12778
Indigo,2019-05-03,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Air India,2019-06-06,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10703
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,12898
Vistara,2019-04-15,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,No Info,11467
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,No Info,14151
Jet Airways,2019-04-01,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Air India,2019-06-06,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,3100
Air India,2019-03-12,Banglore,New Delhi,08:50:00,13:55:00,1745,2.0,No Info,13303
Indigo,2019-06-18,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,19:10:00,730,1.0,No Info,16736
Air India,2019-06-12,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,8372
Spicejet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,4760
Air India,2019-03-09,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,11622
Air Asia,2019-06-09,Kolkata,Banglore,15:10:00,23:30:00,500,2.0,No Info,7870
Jet Airways,2019-06-27,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,18371
Air Asia,2019-06-06,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,8759
Vistara,2019-05-24,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Trujet,2019-03-06,Mumbai,Hyderabad,13:05:00,16:20:00,195,1.0,No Info,4140
Multiple Carriers,2019-06-27,Delhi,Cochin,07:10:00,22:30:00,920,1.0,In-flight meal not included,6093
Jet Airways,2019-03-03,Delhi,Cochin,20:50:00,04:25:00,455,1.0,No Info,17234
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,14151
Air India,2019-06-06,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No Info,13007
Goair,2019-03-18,Banglore,New Delhi,11:40:00,14:35:00,175,0.0,No Info,4340
Multiple Carriers,2019-03-27,Delhi,Cochin,04:00:00,13:20:00,560,1.0,No Info,6305
Air India,2019-03-18,Banglore,New Delhi,13:20:00,16:10:00,170,0.0,No Info,4441
Jet Airways,2019-05-21,Delhi,Cochin,16:00:00,12:35:00,1235,1.0,In-flight meal not included,12898
Indigo,2019-06-15,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Vistara,2019-03-03,Banglore,New Delhi,06:40:00,10:25:00,1665,1.0,No Info,12476
Air India,2019-05-18,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,13873
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,19:10:00,1570,1.0,In-flight meal not included,9314
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,18:50:00,680,1.0,No Info,15411
Jet Airways,2019-06-15,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,No Info,13014
Indigo,2019-04-03,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4174
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,18:50:00,535,1.0,In-flight meal not included,5963
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,No Info,14388
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,22:35:00,965,1.0,In-flight meal not included,7064
Air India,2019-05-01,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,8839
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,In-flight meal not included,10539
Air India,2019-05-15,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6528
Multiple Carriers,2019-06-12,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,6795
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,In-flight meal not included,6643
Vistara,2019-06-03,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3687
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262
Indigo,2019-06-09,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,4077
Jet Airways,2019-04-27,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4544
Indigo,2019-03-03,Delhi,Cochin,09:55:00,15:10:00,315,1.0,No Info,12214
Air India,2019-06-12,Kolkata,Banglore,16:50:00,07:55:00,905,1.0,No Info,8366
Indigo,2019-05-27,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Multiple Carriers,2019-06-06,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7005
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,In-flight meal not included,10262
Spicejet,2019-04-01,Kolkata,Banglore,08:35:00,17:15:00,520,1.0,No Info,6013
Indigo,2019-06-15,Delhi,Cochin,08:35:00,16:10:00,455,1.0,No Info,6442
Jet Airways,2019-05-06,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No Info,15554
Spicejet,2019-03-15,Banglore,New Delhi,09:35:00,12:30:00,175,0.0,No check-in baggage included,6205
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,8610
Multiple Carriers,2019-06-12,Delhi,Cochin,13:05:00,22:30:00,565,1.0,No Info,9646
Indigo,2019-06-01,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6206
Indigo,2019-05-21,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,6896
Air India,2019-05-21,Kolkata,Banglore,08:20:00,07:55:00,1415,2.0,No Info,11222
Air India,2019-05-01,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No Info,8891
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,9663
Indigo,2019-03-27,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No Info,6827
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,In-flight meal not included,8066
